Borough,District,Building Code,Building Name,Building Enrollment (2016-2017 Blue Book),Building Capacity (2016-2017 Blue Book),School DBN,School Name,Building Usage Plans Not Yet At Scale in 2018-2019
K,14,K196,P.S. 196 - BROOKLYN,618,952,14K196,P.S. 196 Ten Eyck,
K,14,K196,P.S. 196 - BROOKLYN,618,952,14K582,M.S. 582,
K,14,K297,P.S. 297 - BROOKLYN,246,801,14K297,P.S. 297 Abraham Stockton,Y
K,14,K297,P.S. 297 - BROOKLYN,246,801,84K756,Success Academy Prospect Heights (Brooklyn 6),Y
K,14,K450,GRAND STREET CAMPUS (OLD E.D.HS)- K,2252,2985,14K474,PROGRESS High School for Professional Careers,
K,14,K450,GRAND STREET CAMPUS (OLD E.D.HS)- K,2252,2985,14K477,East Williamsburg Scholars Academy,
K,14,K450,GRAND STREET CAMPUS (OLD E.D.HS)- K,2252,2985,14K478,"The High School for Enterprise, Business and Technology",
K,14,K450,GRAND STREET CAMPUS (OLD E.D.HS)- K,2252,2985,79M984,LYFE,
K,14,K610,AUTOMOTIVE TRADES VOC HS - K,451,1176,14K610,Automotive High School,
K,14,K610,AUTOMOTIVE TRADES VOC HS - K,451,1176,14K923,Automotive High School YABC,
K,15,K027,P.S. 27 - BROOKLYN,513,1046,15K676,Red Hook Neighborhood School,
K,15,K027,P.S. 27 - BROOKLYN,513,1046,84K730,Summit Academy Charter School,
K,15,K460,John Jay Educational Campus,1919,2339,15K462,John Jay School for Law,
K,15,K460,John Jay Educational Campus,1919,2339,15K463,Secondary School for Journalism,
K,15,K460,John Jay Educational Campus,1919,2339,15K464,Park Slope Collegiate,
K,15,K460,John Jay Educational Campus,1919,2339,15K684,Millennium Brooklyn HS,
K,15,K460,John Jay Educational Campus,1919,2339,88K987,ALC - John Jay,
K,15,K655,BKLYN HS OF THE ARTS (OL S J HL)-K,1388,2003,15K447,The Math & Science Exploratory School,
K,15,K655,BKLYN HS OF THE ARTS (OL S J HL)-K,1388,2003,15K656,Brooklyn High School of the Arts,
K,16,K005,P.S. 5 - BROOKLYN,314,666,16K005,P.S. 005 Dr. Ronald Mcnair,
K,16,K005,P.S. 5 - BROOKLYN,314,666,75K369,P.S. K369 - Coy L. Cox School,
K,16,K025,P.S. 25 - BROOKLYN,228,1004,16K025,P.S. 025 Eubie Blake School,Y
K,16,K025,P.S. 25 - BROOKLYN,228,1004,84K883,Success Academy Charter School - Bed Stuy 3,Y
K,16,K026,P.S. 26 - BROOKLYN,391,856,16K026,P.S. 026 Jesse Owens,
K,16,K026,P.S. 26 - BROOKLYN,391,856,16K681,Madiba Prep Middle School,
K,16,K026,P.S. 26 - BROOKLYN,391,856,75K140,P.S. K140,
K,16,K040,P.S. 40 - BROOKLYN,503,923,16K040,P.S. 040 George W. Carver,
K,16,K040,P.S. 40 - BROOKLYN,503,923,16K594,Gotham Professional Arts Academy,
K,16,K057,J.H.S. 57 - BROOKLYN,394,1020,16K057,J.H.S. 057 Whitelaw Reid,Y
K,16,K057,J.H.S. 57 - BROOKLYN,394,1020,16K688,The Brooklyn Academy of Global Finance,Y
K,16,K057,J.H.S. 57 - BROOKLYN,394,1020,84K892,Brooklyn Emerging Leaders Academy,Y
K,16,K081,P.S. 81 - BROOKLYN,442,851,16K081,P.S. 081 Thaddeus Stevens,
K,16,K081,P.S. 81 - BROOKLYN,442,851,75K004,P.S. K004,
K,16,K308,P.S. 308 - BROOKLYN,713,1083,16K308,P.S. 308 Clara Cardwell,
K,16,K308,P.S. 308 - BROOKLYN,713,1083,84K406,Teaching Firms of America-Professional Preparatory Charter School,
K,16,K324,I.S. 324 - BROOKLYN,887,1435,16K267,"M.S. 267 Math, Science & Technology",
K,16,K324,I.S. 324 - BROOKLYN,887,1435,84K648,Bedford Stuyvesant Collegiate Charter School,
K,16,K324,I.S. 324 - BROOKLYN,887,1435,84K649,La Cima Charter School,
K,16,K335,P.S. 335 - BROOKLYN,359,962,16K335,P.S. 335 Granville T. Woods,Y
K,16,K455,BOYS & GIRLS HS - K,942,3314,16K455,Boys and Girls High School,
K,16,K455,BOYS & GIRLS HS - K,942,3314,16K669,Research and Service High School,
K,16,K455,BOYS & GIRLS HS - K,942,3314,16K765,Nelson Mandela High School,
K,16,K455,BOYS & GIRLS HS - K,942,3314,16K959,BOYS AND GIRLS YABC,
K,16,K455,BOYS & GIRLS HS - K,942,3314,79Q950,Pathways to Graduation,
K,17,K061,I.S. 61 - BROOKLYN,915,1320,17K061,M.S. 061 Dr. Gladstone H. Atwell,
K,17,K091,P.S. 91 - BROOKLYN,339,899,17K091,P.S. 091 The Albany Avenue School,Y
K,17,K092,P.S. 92 - BROOKLYN,468,1106,17K092,P.S. 092 Adrian Hegeman,Y
K,17,K092,P.S. 92 - BROOKLYN,468,1106,84K876,Achievement First Voyager Charter School,Y
K,17,K138,P.S. 138 - BROOKLYN,971,1490,17K138,P.S. 138 Brooklyn,
K,17,K138,P.S. 138 - BROOKLYN,971,1490,84K756,Success Academy Prospect Heights (Brooklyn 6),
K,17,K138,P.S. 138 - BROOKLYN,971,1490,88K981,ALC - W.E.B Dubois,
K,17,K138,P.S. 138 - BROOKLYN,971,1490,88K991,ALC - P.S. 138K ANNEX,
K,17,K167,P.S. 167 - BROOKLYN,471,982,17K532,New Bridges Elementary,
K,17,K181,P.S. 181 - BROOKLYN,838,1138,17K181,P.S. 181 Brooklyn,
K,17,K181,P.S. 181 - BROOKLYN,838,1138,75K396,P.S. K396,
K,17,K221[9],P.S. 221 - BROOKLYN,690,859,17K221,P.S. 221 Toussaint L'Ouverture,Y
K,17,K221,P.S. 221 - BROOKLYN,690,859,84K692,Citizens of the World Charter School New York 2 Crown Heights,Y
K,17,K246,I.S. 246 - BROOKLYN,442,1650,17K246,M.S. 246 Walt Whitman,Y
K,17,K246,I.S. 246 - BROOKLYN,442,1650,84K741,Success Academy Crown Heights (Brooklyn 7),Y
K,17,K246,I.S. 246 - BROOKLYN,442,1650,88K993,ALC - M.S. 246,Y
K,17,K320,P.S. 375 - BROOKLYN,717,1310,17K352,Ebbets Field Middle School,
K,17,K320,P.S. 375 - BROOKLYN,717,1310,17K375,P.S. 375 Jackie Robinson School,
K,17,K320,P.S. 375 - BROOKLYN,717,1310,84K333,Explore Exceed Charter School,
K,17,K390,I.S. 390 - BROOKLYN,561,1449,17K354,The School of Integrated Learning,
K,17,K390,I.S. 390 - BROOKLYN,561,1449,84K357,KIPP AMP Charter School,
K,17,K391,I.S. 391 - BROOKLYN,1080,1576,17K722,New Heights Middle School,
K,17,K391,I.S. 391 - BROOKLYN,1080,1576,84K356,Achievement First Crown Heights Charter School,
K,17,K398,P.S. 398 (UDC) - BROOKLYN,620,997,17K398,P.S. 398 Walter Weaver,
K,17,K398,P.S. 398 (UDC) - BROOKLYN,620,997,17K770,P.S. 770 New American Academy,
K,17,K440,PROSPECT HEIGHTS HS - K,1332,1991,17K524,International High School at Prospect Heights,
K,17,K440,PROSPECT HEIGHTS HS - K,1332,1991,17K528,The High School for Global Citizenship,
K,17,K440,PROSPECT HEIGHTS HS - K,1332,1991,17K547,Brooklyn Academy of Science and the Environment,
K,17,K440,PROSPECT HEIGHTS HS - K,1332,1991,17K548,Brooklyn School for Music & Theatre,
K,17,K440,PROSPECT HEIGHTS HS - K,1332,1991,79M984,LYFE,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K382,Academy for College Preparation and Career Exploration: A College Board School,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K408,Academy of Hospitality and Tourism,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K467,Erasmus YABC,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K537,High School for Youth and Community Development at Erasmus,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K539,High School for Service & Learning at Erasmus,
K,17,K465,ERASMUS HALL CAMPUS - K,1956,2724,17K543,"Science, Technology and Research Early College High School at Erasmus",
K,17,K470,GEORGE W. WINGATE HS - K,1434,2328,17K531,"School for Human Rights, The",Y
K,17,K470,GEORGE W. WINGATE HS - K,1434,2328,17K546,High School for Public Service: Heroes of Tomorrow,Y
K,17,K470,GEORGE W. WINGATE HS - K,1434,2328,17K745,Brooklyn Institute for Liberal Arts,Y
K,17,K470,GEORGE W. WINGATE HS - K,1434,2328,75K036,P.S. 36,Y
K,17,K600,CLARA BARTON HS - K,1249,1579,17K600,Clara Barton High School,
K,17,K600,CLARA BARTON HS - K,1249,1579,75K753,P.S. K753 - School for Career Development,
K,18,K068,I.S. 68 - BROOKLYN,577,1453,18K068,I.S. 068 Isaac Bildersee,
K,18,K068,I.S. 68 - BROOKLYN,577,1453,84K379,Explore Excel Charter School,
K,18,K211,I.S. 211 - BROOKLYN,869,1392,18K211,I.S. 211 John Wilson,
K,18,K211,I.S. 211 - BROOKLYN,869,1392,84K724,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),
K,18,K232,I.S. 232 - BROOKLYN,466,1443,18K581,East Flatbush Community Research School,Y
K,18,K232,I.S. 232 - BROOKLYN,466,1443,18K598,Middle School of Marketing and Legal Studies,Y
K,18,K232,I.S. 232 - BROOKLYN,466,1443,84K608,Kings Collegiate Charter School,Y
K,18,K242,P.S. 235 ANNEX - BROOKLYN,530,943,18K235,P.S. 235 Janice Marie Knight School,
K,18,K242,P.S. 235 ANNEX - BROOKLYN,530,943,18K635,Olympus Academy,
K,18,K252,I.S. 252 - BROOKLYN,540,886,18K588,Middle School for Art and Philosophy,
K,18,K252,I.S. 252 - BROOKLYN,540,886,84K608,Kings Collegiate Charter School,
K,18,K285,I.S. 285 - BROOKLYN,663,971,18K285,I.S. 285 Meyer Levin,
K,18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS,1447,2279,18K563,It Takes a Village Academy,
K,18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS ,1447,2279,18K569,Kurt Hahn Expeditionary Learning School,
K,18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS ,1447,2279,18K629,Cultural Academy for the Arts and Sciences,
K,18,K500,CANARSIE HS Ð K,1150,1891,18K617,High School for Innovation in Advertising and Media,
K,18,K500,CANARSIE HS Ð K,1150,1891,18K633,High School for Medical Professions,
K,18,K500,CANARSIE HS Ð K,1150,1891,18K642,Urban Action Academy,
K,18,K500,CANARSIE HS Ð K,1150,1891,75K753,P.S. K753 - School for Career Development,
K,18,K500,CANARSIE HS Ð K,1150,1891,79M645,School for Cooperative Technical Education,
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K566,Brooklyn Generation School,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K567,Brooklyn Theatre Arts High School,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K576,Victory Collegiate High School,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K578,Brooklyn Bridge Academy,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K637,Academy for Conservation and the Environment,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,18K922,South Shore Educational Complex YABC,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,79Q950,Pathways to Graduation,Y
K,18,K515,SOUTH SHORE EDUCATIONAL CAMPUS Ð K,1764,3075,84K775,Leadership Preparatory Ocean Hill Charter School,Y
K,19,K166,I.S. 166 Ð BROOKLYN,968,1278,19K654,Van Siclen Community Middle School,
K,19,K166,I.S. 166 Ð BROOKLYN,968,1278,84K359,The Uft Charter School,
K,19,K166,I.S. 166 Ð BROOKLYN,968,1278,84K788,Achievement First Linden Elementary School,
K,19,K190,P.S. 190 Ð BROOKLYN,269,639,19K190,P.S. 190 Sheffield,Y
K,19,K218[10],I.S. 218 Ð BROOKLYN,969,1258,19K218,J.H.S. 218 James P. Sinnott,
K,19,K218,I.S. 218 Ð BROOKLYN,969,1258,19K683,"The School for Classics: An Academy of Thinkers, Writers and Performers",
K,19,K218,I.S. 218 Ð BROOKLYN,969,1258,84K386,Invictus Preparatory Charter School,
K,19,K273,P.S. 273 Ð BROOKLYN,335,733,19K273,P.S. 273 Wortman,
K,19,K292,I.S. 292 Ð BROOKLYN,983,1949,19K292,J.H.S. 292 Margaret S. Douglas,Y
K,19,K292,I.S. 292 Ð BROOKLYN,983,1949,84K626,Achievement First Brownsville Charter School,Y
K,19,K292,I.S. 292 Ð BROOKLYN,983,1949,84K774,Achievement First Apollo Charter School,Y
K,19,K306,P.S. 306 Ð BROOKLYN,493,1020,19K306,P.S. 306 Ethan Allen,Y
K,19,K345,P.S. 345 Ð BROOKLYN,639,949,19K345,P.S. 345 Patrolman Robert Bolden,
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K501,Franklin K. Lane Campus YABC,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K583,Multicultural High School,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K618,Academy of Innovative Technology,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K639,Brooklyn Lab School,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K659,Cypress Hills Collegiate Preparatory School,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,19K764,The Urban Assembly School for Collaborative Healthcare,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,79M984,LYFE,Y
K,19,K420,FRANKLIN K. LANE HS Ð K,1384,2898,84K608,Kings Collegiate Charter School,Y
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,19K431,Thomas Jefferson YABC,
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,19K502,FDNY - Captain Vernon A. Richards High School for Fire and Life Safety,
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,19K504,High School for Civil Rights,
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,19K507,Performing Arts and Technology High School,
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,19K510,World Academy for Total Community Health High School,
K,19,K435,THOMAS JEFFERSON HS Ð K,1336,1796,79M984,LYFE,
K,19,K615,E NY VOC HS OF TRANSIT TECH.-K,838,1221,19K615,Transit Tech Career and Technical Education High School,
K,21,K188,P.S. 188 Ð BROOKLYN,486,797,21K188,P.S. 188 Michael E. Berdy,
K,21,K239,I.S. 239 Ð BROOKLYN,1270,1660,21K239,Mark Twain I.S. 239 for the Gifted & Talented,
K,21,K400,Lafayette Educational Campus,1842,2612,21K337,International High School at Lafayette,
K,21,K400,Lafayette Educational Campus,1842,2612,21K348,High School of Sports Management,
K,21,K400,Lafayette Educational Campus,1842,2612,21K468,Kingsborough Early College School,
K,21,K400,Lafayette Educational Campus,1842,2612,21K559,Life Academy High School for Film and Music,
K,21,K400,Lafayette Educational Campus,1842,2612,21K572,Expeditionary Learning School for Community Leaders,
K,21,K620,WILLIAM E. GRADY VOC HS Ð K,544,1491,21K620,William E. Grady Career and Technical Education High School,
K,21,K620,WILLIAM E. GRADY VOC HS Ð K,544,1491,75K370,P.S. 370,
K,21,K620,WILLIAM E. GRADY VOC HS Ð K,544,1491,88K984,ALC - Brighton Academy,
K,22,K014,I.S. 14 Ð BROOKLYN,670,1052,22K014,J.H.S. 014 Shell Bank,
K,22,K014,I.S. 14 Ð BROOKLYN,670,1052,75K811,P.S. K811 Connie Lekas School,
K,22,K240,I.S. 240 Ð BROOKLYN,791,1416,22K240,Andries Hudde,
K,22,K240,I.S. 240 Ð BROOKLYN,791,1416,22K381,I. S. 381,
K,22,K495,Frank J. Macchiarola Educational Complex,1478,2450,22K611,Origins High School,
K,22,K495,Frank J. Macchiarola Educational Complex,1478,2450,22K630,Professional Pathways High School,
K,22,K495,Frank J. Macchiarola Educational Complex,1478,2450,84K738,New Visions Charter High School for Advanced Math and Science III,
K,22,K495,Frank J. Macchiarola Educational Complex,1478,2450,84K739,New Visions Charter High School for the Humanities III,
K,22,K864[11],P.S. 361  (OLD 89) Ð BROOKLYN,461,515,22K361,P.S. 361 East Flatbush Early Childhood School,
K,23,K012,P.S. 12 Ð BROOKLYN,385,881,17K012,Dr. Jacqueline Peek-Davis School,
K,23,K012,P.S. 12 Ð BROOKLYN,385,881,17K484,Ronald Edmonds Learning Center II,
K,23,K073,P.S. 73 Ð BROOKLYN,400,721,23K599,Brooklyn Landmark Elementary School,
K,23,K073,P.S. 73 Ð BROOKLYN,400,721,23K664,Brooklyn Environmental Exploration School (BEES),
K,23,K155,P.S. 155 Ð BROOKLYN,454,812,23K155,P.S./ I.S. 155 Nicholas Herkimer,
K,23,K165[12],P.S. 165 Ð BROOKLYN,371,538,23K165,P.S. 165 Ida Posner,
K,23,K175,TEACHERS PREP HS(OL REDIRECTION)-K,516,1039,23K514,Frederick Douglass Academy VII High School,Y
K,23,K175,TEACHERS PREP HS(OL REDIRECTION)-K,516,1039,23K697,Teachers Preparatory High School,Y
K,23,K178,P.S. 178 Ð BROOKLYN,404,755,23K178,P.S. 178 Saint Clair Mckelway,
K,23,K178,P.S. 178 Ð BROOKLYN,404,755,75K077,P.S. K077,
K,23,K263,P.S./I.S. 323 Ð BROOKLYN,742,1130,23K323,P.S./I.S. 323,
K,23,K263,P.S./I.S. 323 Ð BROOKLYN,742,1130,23K671,Mott Hall Bridges Academy,
K,23,K263,P.S./I.S. 323 Ð BROOKLYN,742,1130,75K140,P.S. K140,
K,23,K271,I.S. 271 Ð BROOKLYN,1123,1517,23K522,Mott Hall IV,
K,23,K271,I.S. 271 Ð BROOKLYN,1123,1517,23K644,Eagle Academy for Young Men II,
K,23,K271,I.S. 271 Ð BROOKLYN,1123,1517,84K777,Ocean Hill Collegiate Charter School,
K,23,K275,I.S. 275 Ð BROOKLYN,956,1595,23K518,Kappa V (Knowledge and Power Preparatory Academy),
K,23,K275,I.S. 275 Ð BROOKLYN,956,1595,23K643,Brooklyn Democracy Academy,
K,23,K275,I.S. 275 Ð BROOKLYN,956,1595,23K647,Metropolitan Diploma Plus High School,
K,23,K275,I.S. 275 Ð BROOKLYN,956,1595,84K711,Leadership Preparatory Brownsville Charter School,
K,23,K327[13],P.S. 327 (TANDEM K396-D75)-K,627,810,23K327,P.S. 327 Dr. Rose B. English,
K,23,K327,P.S. 327 (TANDEM K396-D75)-K,627,810,75K396,P.S. K396,
Q,24,Q093,I.S. 93 Ð QUEENS,1117,1420,24Q093,I.S. 093 Ridgewood,
Q,24,Q093,I.S. 93 Ð QUEENS,1117,1420,75Q075,Robert E. Peary School,
Q,24,Q485,GROVER CLEVELAND HS Ð Q,1798,2128,24Q485,Grover Cleveland High School,
Q,24,Q849,I.S. 77 Ð QUEENS,1020,1465,24Q077,I.S. 077,
Q,26,Q067,J.H.S. 67 Ð QUEENS,881,1246,26Q067,J.H.S. 067 Louis Pasteur,
Q,26,Q435,MARTIN VAN BUREN HS Ð QUEENS,1556,2404,26Q315,Business Technology Early College High School,Y
Q,26,Q435,MARTIN VAN BUREN HS Ð QUEENS,1556,2404,26Q435,Martin Van Buren High School,Y
Q,27,Q043,P.S. 43 Ð QUEENS,1045,1376,27Q043,P.S. 043,
Q,27,Q043,P.S. 43 Ð QUEENS,1045,1376,75Q256,P.S. Q256,
Q,27,Q198,I.S. 198 Ð QUEENS,478,918,27Q333,Goldie Maple Academy,
Q,28,Q072,J.H.S. 72 Ð QUEENS,809,1520,28Q072,Catherine & Count Basie Middle School 72,
Q,28,Q072,J.H.S. 72 Ð QUEENS,809,1520,28Q332,Redwood Middle School,
Q,28,Q072,J.H.S. 72 Ð QUEENS,809,1520,75Q993,P.S. Q993,
Q,28,Q142,P.S. 752 (OLD J142) Ð QUEENS,388,846,25Q540,Queens Academy High School,
Q,28,Q142,P.S. 752 (OLD J142) Ð QUEENS,388,846,75Q752,Queens Transition Center,
Q,28,Q142,P.S. 752 (OLD J142) Ð QUEENS,388,846,79M645,School for Cooperative Technical Education,
Q,28,Q142,P.S. 752 (OLD J142) Ð QUEENS,388,846,79Q950,Pathways to Graduation,
Q,28,Q690,HS FOR LAW ENFORCEMENT Ð QUEENS,610,993,28Q690,High School for Law Enforcement and Public Safety,
Q,28,Q690,HS FOR LAW ENFORCEMENT Ð QUEENS,610,993,75Q752,Queens Transition Center,
Q,29,Q109,I.S. 109 Ð QUEENS,1039,1344,29Q109,Jean Nuzzi Intermediate School,
Q,29,Q138,P.S. 138 Ð QUEENS,777,1081,29Q138,P.S./M.S. 138 Sunrise,
Q,29,Q231,I.S. 231 (TANDEM Q251) Ð QUEENS,1009,1372,29Q251,P.S. 251 Queens,Y
Q,29,Q231,I.S. 231 (TANDEM Q251) Ð QUEENS,1009,1372,29Q355,Collaborative Arts Middle School,Y
Q,29,Q231,I.S. 231 (TANDEM Q251) Ð QUEENS,1009,1372,29Q356,Community Voices Middle School,Y
Q,29,Q238,I.S. 238 Ð QUEENS,1511,1863,29Q238,I.S. 238 - Susan B. Anthony Academy,
Q,29,Q490,CAMPUS MAGNET HS (JACKSON) Ð Q,1623,2210,29Q243,Institute for Health Professions at Cambria Heights,
Q,29,Q490,CAMPUS MAGNET HS (JACKSON) Ð Q,1623,2210,29Q313,Benjamin Franklin High School for Finance & Information Technology,
Q,29,Q490,CAMPUS MAGNET HS (JACKSON) Ð Q,1623,2210,29Q492,"Mathematics, Science Research and Technology Magnet High School",
Q,29,Q490,CAMPUS MAGNET HS (JACKSON) Ð Q,1623,2210,29Q498,Humanities & Arts Magnet High School,
Q,29,Q892,P.S. 892 - QUEENS,130,458,29Q360,P.S. 360,Y
Q,30,Q070,P.S. 70 - QUEENS,931,1268,30Q070,P.S. 070,
Q,30,Q204,I.S. 204 - QUEENS,930,1472,30Q204,I.S. 204 Oliver W. Holmes,
Q,30,Q204,I.S. 204 - QUEENS,930,1472,30Q258,Energy Tech High School,
